filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,tempo, mfcc1, mfcc2, mfcc3, mfcc4, mfcc5, mfcc6, mfcc7, mfcc8, mfcc9, mfcc10, mfcc11, mfcc12, mfcc13, mfcc14, mfcc15, mfcc16, mfcc17, mfcc18, mfcc19, mfcc20,label
classical.00094.wav,0.36900836,0.013995526,1424.0137458217055,1696.938575798226,2927.3072989732486,0.07015490458107586,184.5703125,-385.75766,128.63867,-26.736025,39.483498,-2.176446,16.760004,-5.731489,14.7219,-3.092115,12.305302,-5.89402,2.7837799,3.671496,10.918802,10.536645,9.914708,6.1075974,3.5301015,-3.3200114,-3.6745708,classical
classical.00098.wav,0.2899787,0.029108962,1953.0485341566473,1865.8487584368086,3780.6271390649185,0.1234924505369582,184.5703125,-287.4953,101.73614,-35.372746,41.284485,-12.747253,17.288485,-13.978458,16.312304,-5.600776,13.664306,-8.79164,-0.05494227,-13.771115,6.479974,6.7057347,6.984978,7.033379,8.39261,-5.607799,1.3788908,classical
classical.00057.wav,0.25379294,0.016777493,1751.2714172256217,1929.8107584775403,3235.663767717202,0.09525792738970588,107.666015625,-367.16718,112.84346,-18.75544,10.168411,-1.6102495,3.807522,0.9193493,5.0650916,-5.365445,-9.519147,-8.492282,-1.7849529,1.2987916,-3.8683455,-2.6378126,-1.05349,-1.2715235,-2.5035367,-2.5724726,-4.0622325,classical
classical.00009.wav,0.27047825,0.023797711,1216.2937624027388,1582.801550966995,2560.2595184609618,0.05627025686919505,234.90767045454547,-356.1422,139.8058,-6.278478,43.176285,-8.859082,11.042577,-8.373959,4.415756,-8.290998,8.6769705,-8.13816,3.424294,-1.4383348,-0.41947234,-1.7267194,-0.28363046,-0.65353817,1.1605493,-0.62484103,-0.25753152,classical
classical.00027.wav,0.2407049,0.02841945,901.8344805273022,1171.9157959545257,1456.6661917388255,0.05344941224845201,135.99917763157896,-366.2202,181.60065,-5.5249543,27.001509,-4.817762,4.6137314,-10.527353,0.16398685,-11.134352,3.5836816,-10.331133,-1.0819359,-4.5992074,-0.4844039,0.8384128,0.24792154,2.1312027,0.70444614,1.0291938,-3.0619652,classical
classical.00099.wav,0.33386263,0.010502625,1524.906760869066,1868.921917584753,3325.1048935456174,0.08068318558920279,95.703125,-378.72446,126.49417,-18.816746,42.88675,-14.29465,25.343916,-14.648359,18.693272,-10.193096,21.11294,4.447902,18.226377,-10.275829,8.955646,1.2109821,6.280481,2.5305846,4.389195,1.7050616,9.986726,classical
classical.00015.wav,0.21658365,0.011433194,1371.5609989669474,1562.1588995925958,2620.2841555001937,0.07575237640286378,83.35433467741936,-449.5371,124.955475,-19.871634,27.51456,-5.7687597,2.2000382,-6.5753465,10.608869,3.3657982,14.398618,1.9919373,5.253877,4.4150586,5.0613427,7.1787796,6.2016706,7.162364,3.837861,2.6019988,4.9400625,classical
classical.00011.wav,0.24305639,0.021505473,949.4608319703761,1112.2454130054753,1695.881411903783,0.06072601223877709,151.99908088235293,-385.24686,177.25679,-9.321699,24.37734,5.833107,-4.5608115,-6.349945,-6.98206,-4.130706,3.8517642,-0.3556199,-0.934136,-3.6586468,-2.1045587,3.6465394,0.7222499,-1.2262982,-0.74741536,2.7958648,1.5541767,classical
classical.00005.wav,0.26858157,0.043271575,1431.4275607948398,1558.3881491925486,2836.6578471180824,0.07523877406636997,143.5546875,-264.24734,138.14891,-30.094566,37.81559,-7.173775,6.776308,-11.798505,4.7128506,-9.830426,5.849233,-9.574091,2.6678667,-4.7915354,-1.4049917,-2.094342,2.984209,3.3614771,4.814611,1.7617613,-1.8267671,classical
classical.00022.wav,0.2762923,0.047907226,1211.1999519830022,1367.0988729501762,2237.361470981279,0.06844629813273993,107.666015625,-278.7497,160.02551,-28.405506,23.065287,-2.695343,3.0144858,-11.29187,-0.5081974,-11.359399,3.1797643,-5.1029687,4.338498,-4.077257,-0.160675,-1.6705972,1.642601,0.9996062,-0.76148176,-3.8342712,-3.553059,classical
classical.00066.wav,0.18703245,0.031731356,794.9184861016802,1295.689451584451,1007.277242465654,0.04503222958591331,135.99917763157896,-429.34622,175.15427,31.90371,4.2700105,1.0521849,-5.770809,-9.479317,-11.282057,-10.581429,-8.662843,-6.3347793,-1.6808265,0.8209652,-0.18507805,0.03162604,0.20613301,-1.8470323,-4.4204164,-4.9732504,-4.6042275,classical
classical.00091.wav,0.2237383,0.044745713,2192.798091164326,1911.9860367064261,4066.4670772965846,0.1524378537393576,92.28515625,-251.31345,88.72515,-41.767193,37.919785,-12.0239725,21.63785,-5.8541446,25.725729,-5.1964817,14.300962,-7.561345,10.469501,-4.921158,5.2831917,0.307727,3.3197331,1.2613328,4.767063,-2.0763032,1.1289668,classical
classical.00023.wav,0.26715586,0.017132366,983.6863867165931,1403.9756059575564,1852.513798102506,0.044227245791408666,95.703125,-406.91776,163.0825,-2.3612192,32.38403,7.9803166,9.600347,-5.4201736,9.466267,-3.042097,10.165266,-10.342407,-5.423225,-8.041795,-2.0908072,0.39918193,3.3924236,3.502365,7.387802,6.4484396,0.18480116,classical
classical.00085.wav,0.30965278,0.0388886,1525.619292996841,1588.1754674169515,2732.97514073989,0.09158788155476007,107.666015625,-246.18962,149.44774,-41.977005,11.61573,-10.285991,-4.013753,-7.1393476,-10.134029,-9.423484,-7.1701813,-3.1502814,-5.630423,-2.5798814,-4.521075,-6.165346,-4.970549,-3.3465536,-3.345275,-0.6728255,0.22149904,classical
classical.00061.wav,0.28166983,0.048188843,1322.0264163532718,1590.2333285288778,2473.626708984375,0.07612614587364551,151.99908088235293,-274.42685,148.3745,-20.327087,21.803083,7.950628,3.7862444,-2.2295399,-6.097595,-5.63047,-6.695998,-5.915319,-4.592368,-1.5406103,-3.0287364,-4.697145,-7.715003,-7.2125173,-5.4107504,-5.2469854,-5.27015,classical
classical.00002.wav,0.27786523,0.043869056,1490.0348101512677,1599.9591017638193,2784.9164933243032,0.09004972003192724,99.38401442307692,-235.2558,141.12819,-34.666855,30.979235,-16.377935,23.111984,-11.0314455,7.6394663,-19.008242,4.2356496,-11.820916,8.909784,-1.4338719,4.281026,1.48214,3.1879742,-1.3095182,2.9298193,-1.6610034,-2.8966653,classical
classical.00064.wav,0.1989258,0.012563469,1118.1087949481134,1944.7963016881404,1873.613670514464,0.04229906395123839,89.10290948275862,-498.72952,145.6749,46.519844,15.262437,3.0609848,-0.831217,-5.215124,-6.20145,-3.8140428,0.083686665,2.722813,2.2210474,0.23898757,-0.46107647,-0.87430775,0.58577746,3.2831476,2.308998,-2.5719666,-4.819585,classical
classical.00082.wav,0.28279743,0.042976044,1415.0792102867363,1448.7435905958482,2489.5016129910023,0.08737929022349071,117.45383522727273,-264.03687,142.14725,-51.36072,5.0338383,-20.262505,-17.13011,-16.068241,-20.306543,-15.035513,-9.732967,-8.395368,-11.771166,-6.8785443,-4.600869,-2.0515704,-2.3752875,0.96447283,3.0212674,1.3779567,5.553212,classical
classical.00081.wav,0.26690373,0.016525526,1213.8723064679195,1539.5569803150297,2163.5285841053114,0.06055896865325077,151.99908088235293,-374.7411,153.85565,-21.57474,20.8465,7.0062532,-3.9491427,-2.5223048,-2.808805,-4.2841754,-4.5068583,-5.7672234,-4.262547,-3.843053,-4.5780506,-3.6347573,-2.2924838,-3.136094,-0.22214755,2.6310964,1.8191583,classical
classical.00042.wav,0.26172817,0.13466544,1327.3144253859778,1326.718842916638,2172.5701960985875,0.09385279605263158,198.76802884615384,-160.31596,164.13042,-48.88659,1.5945274,-7.5911255,-2.6257248,-11.076491,-7.0246425,-8.119807,1.2334963,-5.495746,-4.2203636,-5.457256,-1.7100658,-3.0921745,-1.292396,-6.099581,-0.92801553,-4.045848,-1.5577325,classical
classical.00060.wav,0.30524436,0.06876886,1803.6217556700267,1898.059828714824,3366.512976489938,0.10401637782991487,123.046875,-166.4065,122.12823,-32.10651,16.68876,-5.398151,-2.480009,-9.82796,-4.9007835,-6.97722,-4.5700645,-6.660297,-5.4925838,-5.374864,-4.963047,-2.7914598,-3.193163,-4.082943,-3.5459952,-4.631451,-1.1728308,classical
classical.00013.wav,0.23211414,0.03174157,1388.034995113543,1456.1845866422448,2598.7509523751937,0.08088953354779412,129.19921875,-343.11035,140.10423,-20.915195,32.336506,-3.6888778,2.9379277,-10.672708,0.31662804,-5.7867823,7.6893744,-3.67248,2.5620697,-3.498306,-2.245539,-0.83785385,0.88798386,0.48203743,0.94707215,1.8641638,-0.63787043,classical
classical.00079.wav,0.21762699,0.018847767,789.6016070365972,897.9943189328015,1158.4513283366389,0.05211230771091331,143.5546875,-437.55728,171.02715,7.3789954,-3.1290307,0.7910536,-11.140401,-12.525169,-6.8948927,-5.8411036,-8.446662,-8.470935,-8.330275,-7.373576,-6.7333503,-6.086332,-7.057518,-6.6497974,-4.2925873,-4.4056826,-4.9173665,classical
classical.00083.wav,0.24466582,0.041897476,852.9122973003538,997.1419965234162,1401.2831932989068,0.05079296572658669,117.45383522727273,-338.8257,190.19807,-16.32957,3.691678,-0.43897882,-8.891756,-10.386075,-16.370459,-13.287487,-10.788423,-8.6450405,-8.28463,-4.6191254,-3.7975733,-4.5461307,-3.6572273,-0.94370383,0.5422913,-0.26284564,-1.5603526,classical
classical.00035.wav,0.31926286,0.0405978,1016.2794101985547,1151.881648215245,1823.6806391193402,0.06115495900251548,151.99908088235293,-319.77554,166.00961,-11.933085,27.254135,7.828892,1.7306114,-7.8568997,-2.4047613,-2.9073071,-2.5217154,-11.367482,-4.6084247,-4.49262,-7.452209,-5.5824847,-1.8696905,-1.280049,-1.4267517,-0.48702464,-4.0966015,classical
classical.00010.wav,0.2450151,0.029512677,1497.196639303261,1570.533625176997,2868.1493233601004,0.08621640987809598,103.359375,-315.01276,128.72963,-28.92303,30.8376,-8.995137,7.980528,-9.847439,1.4504839,-8.964623,6.0521965,-3.3200495,7.604283,3.7933433,2.9327297,1.8383715,5.208351,1.0746672,0.14240438,-4.53605,-2.3036053,classical
classical.00072.wav,0.27942064,0.02073151,1284.9217749388183,1659.6226140008785,2476.5683578632934,0.06374980347813468,117.45383522727273,-360.82178,138.9993,-12.939265,33.80576,7.5860844,-1.7161155,1.0366657,4.077864,3.933508,0.9317126,0.50420994,4.6846004,3.3431869,-2.251255,-1.8528675,2.21503,1.7847875,-1.5196736,-3.2535207,3.9989493,classical
classical.00030.wav,0.27834892,0.02973626,1243.7180205218956,1358.6253807099504,2353.1274376269835,0.06372448239164087,117.45383522727273,-315.64966,149.6717,-30.598152,23.223974,-8.700464,-10.105478,-15.734752,-4.0456996,-7.658757,0.04666393,-11.141925,-7.6687284,-5.870954,-4.8573933,-5.141024,-5.4161024,-3.173172,1.4509261,0.12802625,-4.178903,classical
classical.00093.wav,0.22694792,0.082526974,1623.8593881098134,1551.6274336122924,2732.316811387384,0.10825822670762383,135.99917763157896,-207.34627,117.601685,-41.39534,13.248821,-1.6777154,15.513966,-10.356033,-1.8705038,-12.746047,7.0132804,-0.7721616,2.0636392,-8.267795,-1.4698225,-7.082921,0.93570185,-5.5408273,-8.498916,-1.4860444,5.3822813,classical
classical.00019.wav,0.28401762,0.0079931235,1184.632142061296,1525.0447373783763,2289.4528226586685,0.057591488486842105,95.703125,-475.84906,141.52058,-8.481038,33.996674,0.5306311,6.0455203,0.025262414,9.534499,2.1618295,7.085843,-8.051203,-0.10129266,0.7938701,3.873308,5.3137636,4.670821,6.8686132,5.391767,1.0472853,-6.4921284,classical
classical.00024.wav,0.25334954,0.06669565,1253.174115939843,1371.5282340741614,2292.91113508006,0.07164771490421827,151.99908088235293,-223.13293,163.24034,-34.404713,24.170496,-10.289188,3.227833,-12.866945,0.79577523,-14.27435,1.6620183,-10.140788,0.24663815,-4.540335,0.11014791,-2.866472,1.3488134,-0.33678406,-1.0594721,-1.094791,-8.060089,classical
classical.00087.wav,0.2744335,0.021447383,876.8756125963563,1108.440322119053,1457.2078551301277,0.051046554518188854,123.046875,-393.00836,190.79196,-13.327968,8.270544,1.545572,-11.078335,-11.24577,-14.003358,-10.618873,-9.392919,-4.6148124,-10.06831,-4.813956,-1.7492967,-4.6760283,-2.1284945,1.0194386,1.3046858,-0.15830998,-1.4141718,classical
classical.00084.wav,0.24549079,0.021982316,1001.400438764717,1151.0280783776084,1731.7228618421052,0.05794825125773994,112.34714673913044,-369.1842,171.98698,-27.298708,6.0327835,-0.122547254,-10.674321,-11.914144,-10.192113,-11.358971,-10.504355,-8.370093,-9.797995,-5.0510845,-5.084386,-3.0384417,-1.7184575,-1.8490895,-2.2574778,-1.2733067,-0.4411676,classical
classical.00044.wav,0.25211322,0.017931728,1181.0215862992002,1411.5926414076798,2031.9960461312403,0.07170553768382353,80.74951171875,-402.21555,154.03911,-15.219432,15.300229,-3.088477,-3.1902325,-9.787203,-17.318691,-12.307777,-7.9078827,-7.088668,-0.28482482,1.552314,-1.4721154,-1.7416346,1.8519865,5.0342855,-0.74542433,-0.13665885,-2.8589218,classical
classical.00001.wav,0.2150638,0.030627836,1360.4083538769598,1441.1438309855646,2387.2188981472523,0.0877715781008127,112.34714673913044,-324.05878,133.61005,-25.0311,24.567553,-11.933687,17.662527,-5.5306935,1.7166861,-10.56964,-0.84597874,-7.7981124,3.5223997,5.041735,1.3618337,3.0033457,-3.1248627,-4.2915335,0.5912183,2.8719728,0.36627045,classical
classical.00000.wav,0.25239107,0.03625489,1505.2990118015812,1558.9528490936889,2717.0085706208883,0.09824505974264706,95.703125,-268.15594,135.68958,-34.07063,25.630829,-12.969512,17.891945,-9.996482,5.6280513,-14.142415,7.4983516,-3.9615996,8.261255,-1.3529332,-0.38225803,1.031764,3.807187,-0.30379653,1.778557,0.8903276,-0.83788437,classical
classical.00014.wav,0.23408577,0.031621873,1279.6145776785581,1370.5741195078988,2389.5022176736647,0.0684731309258901,143.5546875,-324.59613,147.81468,-31.922857,27.394758,-4.4902134,-4.173857,-12.577784,-5.1337495,-7.733084,0.8345268,-8.187137,-0.8302456,1.007084,3.6663122,6.204835,4.7068076,-0.04757492,-2.3404026,2.2322047,-0.5501911,classical
classical.00068.wav,0.25727466,0.05739738,1559.7218519280827,1615.769538442078,2812.832991183727,0.09520237217008513,83.35433467741936,-234.39769,130.26877,-39.54862,19.338034,-6.797017,-5.126455,-3.7094822,-4.0355,-5.070612,-1.3675257,-7.73636,-4.3819118,0.46524018,0.7851372,5.4584937,8.777551,7.0402083,2.4162292,-2.3063123,-0.2422629,classical
classical.00029.wav,0.24693537,0.041608013,1558.8139525993834,1578.5636815986038,2922.0656640020316,0.09221523981714397,135.99917763157896,-297.21973,130.28058,-30.588888,27.49037,-7.0596185,1.9903347,-11.12716,4.754547,-8.772727,5.4197206,-5.373447,4.46951,1.7315198,1.888136,-1.310469,1.0909127,-0.9895016,-1.4648294,0.6359713,1.1599151,classical
classical.00077.wav,0.21901545,0.016757213,811.6796466764333,1008.6550158359522,1236.0675256687791,0.04834475679663313,161.4990234375,-477.96844,155.3399,12.7625065,5.5207095,2.3880467,-10.645416,-16.635927,-12.53545,-11.18464,-9.3760805,-3.217065,-2.766592,-6.466333,-8.296723,-7.092608,-7.4754643,-5.32573,1.2610139,1.8749835,-1.6579994,classical
classical.00089.wav,0.2173199,0.035139497,2423.3928713375903,1884.700007201696,4296.62401890238,0.16668644482875386,99.38401442307692,-301.9122,57.529007,-59.13265,33.565342,-20.884865,17.741964,-0.64348024,49.018883,19.12921,27.086378,-17.644945,-0.2738347,-3.7493477,18.161661,9.959834,11.609024,11.279266,15.379257,-7.411045,-5.8538218,classical
classical.00034.wav,0.27404577,0.038926434,1369.6275534158517,1465.9043702965803,2655.1172782023996,0.07356796028444272,123.046875,-309.22638,138.64908,-29.71116,33.620068,-0.3666017,5.239733,-6.3274455,3.2676802,-6.717178,-0.69660825,-13.243366,-8.522911,-9.665678,-4.2991505,0.25418234,1.0258876,1.9058712,3.7182648,2.5559196,-4.9287953,classical
classical.00086.wav,0.3121577,0.03152146,1356.373033141779,1494.742480051745,2496.7265693026798,0.07686121323529412,99.38401442307692,-283.4252,159.58241,-29.540638,18.552221,-9.888207,-3.4242804,-10.992089,-9.775557,-8.2961855,-4.2472496,-2.861833,-5.9743223,-4.022138,-3.3484647,-3.3867211,-1.8592888,-0.44200593,1.8984973,-0.11611523,-2.8168766,classical
classical.00070.wav,0.2442393,0.03191783,1355.7979175630267,1615.509457444962,2522.4097473333495,0.07085595854295666,161.4990234375,-321.18353,134.56213,-18.252361,22.190754,0.4240926,-3.8045397,0.49306893,-1.1445377,-1.8977933,-0.10311294,-2.7554963,0.59638983,2.499061,0.30934998,1.6792692,2.88445,2.0831113,1.1597692,-2.3928554,-3.4089952,classical
classical.00055.wav,0.18656375,0.013055688,1079.4489813722073,1388.5558976974628,1764.672662599168,0.059341288941563465,78.30255681818181,-484.028,144.17664,1.3993113,8.103259,4.9319897,-2.3225603,-2.747426,-6.8370304,-10.140658,-8.057537,-7.152664,-10.565808,-7.789401,-2.9571757,-0.26142812,4.3012733,5.2966127,0.18579748,-4.5301175,-1.87241,classical
classical.00003.wav,0.23423605,0.02944977,1526.6470666771077,1499.5326169159782,2915.9740341706174,0.10895172213622291,71.77734375,-326.86484,127.391304,-30.596096,37.4688,-5.2961035,20.810871,-1.778644,-4.604763,-4.054473,5.228941,-0.6458985,2.8076396,7.2521753,3.9806387,-2.3890357,1.490969,0.5834443,-0.6105862,2.3344684,2.6497421,classical
classical.00016.wav,0.21920909,0.008010743,1054.4895874737008,1455.6845870990219,1947.038226526219,0.04766448880127709,99.38401442307692,-482.67764,154.86581,-5.0288334,29.731905,-1.871846,8.21909,-4.7656245,9.654473,-3.3304288,4.53955,-10.095197,-0.65576035,-2.4498682,-0.16845307,1.862222,3.4797678,3.3888261,1.1157757,1.2770165,-0.66691405,classical
classical.00033.wav,0.30392805,0.012362544,1128.2640221625,1375.873089355059,2165.7702372170083,0.05439309512867647,143.5546875,-429.08432,120.75417,-1.6857162,17.954268,7.7369614,-2.045432,-3.9426773,-2.5363295,-0.58306146,-0.7971216,-9.051377,-3.6858568,-0.9777259,-4.9983172,-3.8106701,-2.414421,-1.896631,-0.30721876,3.4196362,3.1456137,classical
classical.00008.wav,0.2547736,0.034038126,1516.6262193385692,1629.5007047891386,2973.7820179469813,0.07878788336880804,135.99917763157896,-292.1283,127.76905,-29.901041,37.430187,-9.547024,5.1137033,-13.811696,7.026101,-7.030175,6.489697,-9.906081,4.709107,0.37720585,1.4643332,3.3936737,6.076538,0.9634287,-0.75365955,-2.105312,0.7551321,classical
classical.00048.wav,0.29654676,0.16094384,1515.5620851292708,1642.2011678894871,2770.9165779798764,0.087271581124226,172.265625,-123.81388,148.48593,-21.538658,17.44088,-1.4277246,4.178465,-6.992982,-5.0811753,-5.793178,5.0418606,-6.2461596,-1.9727547,-0.97106105,-2.452157,-4.3204827,-0.8659626,-4.7149525,-2.2298326,-5.13243,-3.2150638,classical
classical.00092.wav,0.18116114,0.08415514,1807.4611780311013,1439.0265663567711,3071.923091168005,0.13095801385932662,95.703125,-299.6718,103.66907,-27.648277,51.020443,12.291652,16.507967,-10.935732,-0.8987043,3.8394,12.954078,-12.395878,2.4552844,5.1836944,-0.73319435,-0.61102885,-1.1951187,5.918664,9.809743,-2.6670446,-3.08435,classical
classical.00031.wav,0.30315936,0.026815005,822.2634339911336,1136.1422528831908,1433.449665459317,0.03945743336397059,112.34714673913044,-374.0324,172.46892,6.436845,20.105637,5.9068522,1.5660878,-6.6984153,-1.1985409,-0.27977476,0.32450804,-6.541102,-7.3073993,-7.326577,-10.216877,-6.144978,-2.427232,-2.670047,-2.2851613,-1.1556761,-3.814174,classical
classical.00050.wav,0.28615874,0.007970527,1170.0747483361945,1595.535984594608,2360.219061411571,0.049492898002128485,107.666015625,-449.59558,151.50778,-12.747926,44.27062,6.237076,4.0497656,-1.4823328,-1.6196431,-2.4910784,-4.2907896,-9.658143,-1.3399943,0.15140451,3.7330198,5.2860107,1.2054178,-2.303858,-4.1231203,-1.8158356,1.2345288,classical
classical.00075.wav,0.21742143,0.016483212,1171.7185034773229,1466.9316446723103,2235.9031464662344,0.0608847414376935,117.45383522727273,-412.9378,138.5332,-19.267677,34.15322,8.963804,-4.2960854,4.1621094,0.88612354,3.0757687,0.10753497,-4.061129,3.7892735,5.9242535,3.4918327,6.626801,6.7462993,2.4714715,-1.8811593,-0.062472317,2.7243557,classical
classical.00080.wav,0.43790936,0.0052756136,972.0335266926701,1615.1168674624225,1907.4134661317241,0.031537602191369966,143.5546875,-549.789,157.08478,6.5710278,34.439644,13.277488,5.745884,5.0605135,-3.0099287,2.0607243,3.0761263,2.0137968,3.2408822,5.669565,5.70483,3.6387436,4.090257,4.329781,3.3573904,2.6227622,1.6624794,classical
classical.00041.wav,0.26821297,0.021300973,1329.251894109989,1415.5428911584668,2462.126778522881,0.07881698372194272,123.046875,-368.4409,124.27625,-31.57869,17.614763,2.323813,-5.951696,-11.808548,-5.548754,-5.406486,-1.304525,-8.4323225,-3.6182034,2.203685,-0.047956247,0.23725452,2.5096114,3.0935109,4.8367867,6.2175684,8.726849,classical
classical.00078.wav,0.22521198,0.0066329585,715.1893204778103,1029.991545253697,1037.2853943437983,0.04129340109810371,67.99958881578948,-552.064,173.3987,26.355772,14.114612,7.252555,-7.0876546,-5.856011,-10.340172,-11.018619,-9.193639,-8.826016,-4.9292073,-3.6504693,-4.2808557,-3.4574964,-4.820614,-5.682529,-6.550562,-8.210965,-6.4538417,classical
classical.00065.wav,0.20716326,0.02920289,828.7544422717997,1325.839315786041,1013.4855382582721,0.047511806428986066,123.046875,-421.72125,172.81633,28.094358,-2.5743659,-3.5710146,-4.8607426,-8.889904,-10.700828,-7.6892295,-7.963272,-7.336992,-2.720299,-0.92076975,-4.2121863,-8.420821,-8.398377,-4.1314497,-0.41987845,0.085865006,-0.26202136,classical
classical.00045.wav,0.23627931,0.13862804,1175.77635010945,1502.5811648255053,1901.213503622049,0.0622955416747291,184.5703125,-170.87169,157.05333,-21.972237,5.248212,-4.0951505,-3.6859565,-8.814517,-4.855916,-7.8824162,-5.4114943,-9.368365,-6.6205916,-7.813977,-1.4581609,-3.5972126,-2.8627453,-3.917558,0.20200348,-3.4351768,-0.8327046,classical
classical.00046.wav,0.34679753,0.11512525,1878.6445743423567,1964.9120078139788,3633.9863591149865,0.11161308170472137,129.19921875,-85.243454,118.4289,-31.474636,20.284119,-4.42111,6.9229717,-10.954463,-1.6243683,-7.370241,-3.0151172,-4.433377,-1.4036739,-4.2473664,-4.1689334,-3.9820213,0.27539733,-3.3933797,1.6944516,-3.6855268,-3.4398627,classical
classical.00073.wav,0.21632834,0.043831587,1211.2963352101176,1337.7625051510597,2104.7039398098877,0.07093910240905572,129.19921875,-306.75275,152.91249,-27.590593,16.318111,-3.1567297,-8.933618,-5.425213,-9.775881,-7.109972,0.29328,0.8703542,5.411912,8.193733,4.1998916,2.0572605,3.0330756,-0.38666967,-2.813876,-2.9040785,1.3338028,classical
classical.00052.wav,0.38794923,0.055504654,2411.938717521315,2436.3554414966125,4994.71146432977,0.12697013169988391,161.4990234375,-186.39886,86.65773,-15.707338,14.743796,-2.216229,6.2698216,-0.88920105,0.6652992,-6.0868883,-5.210793,-7.860585,-1.7171625,-4.707717,-2.0587988,1.4084771,2.7604787,3.301349,3.1108613,-4.410137,-5.0380425,classical
